	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
ERX1035007	10919694	7340685	26400	679362	0	0	0	0	0	0	0	0	0	2391504	469414	12329	67.22427387	10919694	10240332	93.78	679362	6.22	ERX1035007_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10919694	0	20-100	59	43.90670525	95.2406463	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	11001873	4410904	11001873	1100187300	17609298	1043854745	5.120269521	0.3091	0.294	0.3969		
ERX1035008	16489730	10186846	6502	984448	0	0	0	0	0	0	0	0	0	4716780	579442	15712	61.77691205	16489730	15505282	94.03	984448	5.97	ERX1035008_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16489730	0	20-100	58	29.58575991	94.75861436	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	18966991	9468594	18966991	1896699100	101341351	1567865164	17.3371694	0.3264	0.3035	0.3701		
ERX1035009	15305870	10456112	324172	982742	0	0	0	0	0	0	0	0	0	2843787	681633	17424	68.3143918	15305870	14323128	93.58	982742	6.42	ERX1035009_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15305870	0	20-100	59	39.8598098	96.13586565	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	15470454	5343868	15470454	1547045400	25695721	1477048842	4.524531601	0.3057	0.2851	0.4091		
ERX1035010	13663603	9675912	86506	983564	0	0	0	0	0	0	0	0	0	2259459	641541	16621	70.8152308	13663603	12680039	92.8	983564	7.2	ERX1035010_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13663603	0	20-100	59	44.79713783	95.43202214	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	13827041	5051122	13827041	1382704100	25324226	1309126505	5.321282768	0.2974	0.2836	0.4191		
ERX1035011	21040400	13800576	108401	1500783	0	0	0	0	0	0	0	0	0	4807553	800235	22852	65.59084428	21040400	19539617	92.87	1500783	7.13	ERX1035011_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21040400	0	20-100	59	36.07900796	95.99947539	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	21123751	7982396	21123751	2112375100	29143041	2026163608	4.081258674	0.314	0.2945	0.3914		
GB032_f_1	8379919	1529102	7744	1036821	0	0	0	0	0	0	0	0	0	5658624	144636	2992	18.24721695	8379919	7343098	87.63	1036821	12.37	GB032_f_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8379919	0	20-75	53	25.75673458	71.00274931	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8402511	3836462	8402511	630188325	720756	601036249	4.625930828	0.8179	0.0411	0.141		
GB032_f_2	11737108	1936593	22096	1424346	0	0	0	0	0	0	0	0	0	8160796	189355	3922	16.49974593	11737108	10312762	87.86	1424346	12.14	GB032_f_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11737108	0	20-75	53	22.28967367	71.54645574	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11750876	5222213	11750876	881315700	1029852	848107407	3.768036017	0.8346	0.0374	0.128		
GB032_f_3	8648887	1473529	5894	1223197	0	0	0	0	0	0	0	0	0	5795469	147857	2941	17.03720953	8648887	7425690	85.86	1223197	14.14	GB032_f_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8648887	0	20-75	52	27.55348524	70.64175471	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8947504	4322869	8947504	671062800	889630	618639470	7.811985704	0.8012	0.0577	0.1411		
GB032_fg_1	9851058	2536200	2900	1063614	0	0	0	0	0	0	0	0	0	6021227	222877	4240	25.745458	9851058	8787444	89.2	1063614	10.8	GB032_fg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9851058	0	20-75	54	25.62544089	72.11477549	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9869755	3963394	9869755	740231625	804385	717598691	3.057547562	0.7711	0.0467	0.1822		
GB032_fg_2	14278126	3549358	6742	1903021	0	0	0	0	0	0	0	0	0	8521655	291711	5639	24.85871045	14278126	12375105	86.67	1903021	13.33	GB032_fg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14278126	0	20-75	54	25.05801768	72.22718612	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14305362	5829051	14305362	1072902150	1363340	1041636686	2.914102092	0.7593	0.0519	0.1888		
GB032_fg_3	10651651	2622916	9429	1268256	0	0	0	0	0	0	0	0	0	6532538	214455	4057	24.62450187	10651651	9383395	88.09	1268256	11.91	GB032_fg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10651651	0	20-75	54	24.62449952	72.20914523	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10669193	4351322	10669193	800189475	816232	776884741	2.912401966	0.7719	0.0426	0.1855		
GB032_gfg_1	8500310	1929404	2534	1114704	0	0	0	0	0	0	0	0	0	5265846	184382	3440	22.69804278	8500310	7385606	86.89	1114704	13.11	GB032_gfg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8500310	0	20-75	53	26.77206933	72.17048978	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8509486	3543130	8509486	638211450	703448	619541017	2.925430592	0.7802	0.0445	0.1753		
GB032_gfg_2	8808988	2660092	21862	1049398	0	0	0	0	0	0	0	0	0	4845844	227528	4264	30.19747558	8808988	7759590	88.09	1049398	11.91	GB032_gfg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8808988	0	20-75	54	27.86325403	72.4568888	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8819469	3428902	8819469	661460175	698292	644662950	2.539415922	0.7231	0.0518	0.225		
GB032_gfg_3	9173740	2188816	8404	1150486	0	0	0	0	0	0	0	0	0	5615345	206982	3707	23.85958181	9173740	8023254	87.46	1150486	12.54	GB032_gfg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9173740	0	20-75	53	24.9510867	72.35902435	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9182869	3687361	9182869	688715175	811026	670420076	2.656410032	0.7739	0.0448	0.1813		
GB032_gg_1	9534442	2883014	24866	1187864	0	0	0	0	0	0	0	0	0	5179572	255014	4112	30.23788912	9534442	8346578	87.54	1187864	12.46	GB032_gg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9534442	0	20-75	54	29.34631312	72.05466099	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9555860	3938877	9555860	716689500	772776	693912482	3.178087303	0.7085	0.055	0.2365		
GB032_gg_2	10062887	2529633	2878	1520295	0	0	0	0	0	0	0	0	0	5775091	231157	3833	25.13824313	10062887	8542592	84.89	1520295	15.11	GB032_gg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10062887	0	20-75	53	28.90665396	72.05009238	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10075614	4227619	10075614	755671050	843197	732229605	3.102070008	0.756	0.0477	0.1963		
GB032_gg_3	9850695	2875206	7129	1124075	0	0	0	0	0	0	0	0	0	5569182	270323	4780	29.18784918	9850695	8726620	88.59	1124075	11.41	GB032_gg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9850695	0	20-75	54	27.54814399	71.95710922	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9863253	4007017	9863253	739743975	1035319	715944891	3.21720552	0.7239	0.0501	0.2259		
GB032_glc_1	9036776	2424871	3478	1053559	0	0	0	0	0	0	0	0	0	5328167	222642	4059	26.83336402	9036776	7983217	88.34	1053559	11.66	GB032_glc_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9036776	0	20-75	54	26.14968448	72.09804293	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9050256	3807167	9050256	678769200	714689	658014045	3.057763228	0.7567	0.0415	0.2018		
GB032_glc_2	8770755	2325343	40873	993302	0	0	0	0	0	0	0	0	0	5181901	225493	3843	26.51246101	8770755	7777453	88.67	993302	11.33	GB032_glc_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8770755	0	20-75	54	25.97979821	71.83117234	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8785601	3687623	8785601	658920075	690898	636361228	3.423609001	0.7435	0.0472	0.2093		
GB032_glc_3	12644140	3463488	3702	1786732	0	0	0	0	0	0	0	0	0	7088779	295837	5602	27.3920409	12644140	10857408	85.87	1786732	14.13	GB032_glc_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12644140	0	20-75	54	27.53499836	72.26475063	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12670715	5222299	12670715	950303625	1136477	922850375	2.888892484	0.7195	0.0584	0.2221		
GB032_glu_1	9621319	2135880	4384	1354375	0	0	0	0	0	0	0	0	0	5945815	177572	3293	22.19945103	9621319	8266944	85.92	1354375	14.08	GB032_glu_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9621319	0	20-75	54	27.4924148	71.45387633	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9643071	4229054	9643071	723230325	827773	694428947	3.982324441	0.783	0.0456	0.1714		
GB032_glu_2	16653076	4548917	7929	2684325	0	0	0	0	0	0	0	0	0	9051224	353835	6846	27.31577638	16653076	13968751	83.88	2684325	16.12	GB032_glu_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16653076	0	20-75	54	29.47259138	71.49057231	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	16727170	7258619	16727170	1254537750	1366320	1202860924	4.119192587	0.7355	0.0561	0.2084		
GB032_glu_3	12277412	2971008	3431	1625170	0	0	0	0	0	0	0	0	0	7429552	243428	4823	24.19897614	12277412	10652242	86.76	1625170	13.24	GB032_glu_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12277412	0	20-75	54	25.61494568	71.55255554	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12303432	5230222	12303432	922757400	1224765	887417316	3.829834797	0.7764	0.0426	0.181		
GB045_f_1	12023083	2290081	42654	1340182	0	0	0	0	0	0	0	0	0	8149480	196759	3927	19.04736913	12023083	10682901	88.85	1340182	11.15	GB045_f_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12023083	0	20-75	53	23.37251655	71.34007825	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12047060	5410121	12047060	903529500	1152782	866365414	4.113212242	0.8093	0.0425	0.1482		
GB045_f_2	8007726	1515459	3619	813788	0	0	0	0	0	0	0	0	0	5538030	133921	2909	18.92496072	8007726	7193938	89.84	813788	10.16	GB045_f_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8007726	0	20-75	53	24.90193832	71.64931917	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8018390	3509097	8018390	601379250	755417	579466647	3.643724488	0.8091	0.0463	0.1446		
GB045_f_3	9403158	1853865	14351	980030	0	0	0	0	0	0	0	0	0	6401080	150410	3422	19.71534457	9403158	8423128	89.58	980030	10.42	GB045_f_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9403158	0	20-75	53	23.37141078	71.95140526	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9416714	4049799	9416714	706253550	844600	683324940	3.246512531	0.8024	0.0439	0.1536		
GB045_fg_1	9618425	2976813	4096	892028	0	0	0	0	0	0	0	0	0	5489262	251011	5215	30.9490691	9618425	8726397	90.73	892028	9.27	GB045_fg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9618425	0	20-75	54	26.60672999	72.15919779	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9635594	3828745	9635594	722669550	813998	701077910	2.987761142	0.752	0.0451	0.2029		
GB045_fg_2	5905226	2294036	1413	622060	0	0	0	0	0	0	0	0	0	2843400	140856	3461	38.84755638	5905226	5283166	89.47	622060	10.53	GB045_fg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5905226	0	20-75	55	29.68874399	73.26630378	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5911051	2149202	5911051	443328825	502289	436948848	1.439107191	0.7101	0.0441	0.2458		
GB045_fg_3	7110733	1234633	3636	546003	0	0	0	0	0	0	0	0	0	5205212	116956	4293	17.36294978	7110733	6564730	92.32	546003	7.68	GB045_fg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7110733	0	20-75	49	18.77799435	72.01635753	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7125409	2972378	7125409	534405675	572192	517262425	3.207909422	0.8685	0.0199	0.1117		
GB045_gfg_1	10290475	2867085	83667	1395866	0	0	0	0	0	0	0	0	0	5706302	233145	4410	27.86154186	10290475	8894609	86.44	1395866	13.56	GB045_gfg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10290475	0	20-75	55	31.5322318	72.08383014	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10314242	4166752	10314242	773568150	905753	749226478	3.146674537	0.7315	0.057	0.2116		
GB045_gfg_2	11295471	3001688	11073	1381375	0	0	0	0	0	0	0	0	0	6636972	259789	4574	26.57426149	11295471	9914096	87.77	1381375	12.23	GB045_gfg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11295471	0	20-75	55	29.37486546	71.90882239	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11327493	4663699	11327493	849561975	1312999	820428757	3.429204562	0.742	0.056	0.202		
GB045_gfg_3	10469949	2814649	7821	1205851	0	0	0	0	0	0	0	0	0	6194446	243206	3976	26.88312044	10469949	9264098	88.48	1205851	11.52	GB045_gfg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10469949	0	20-75	55	29.04704002	71.88178701	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10508974	4317455	10508974	788173050	897893	760288818	3.537831191	0.7413	0.0561	0.2026		
GB045_gg_1	10925844	3027225	4174	1021715	0	0	0	0	0	0	0	0	0	6593983	273844	4903	27.70701284	10925844	9904129	90.65	1021715	9.35	GB045_gg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10925844	0	20-75	54	23.2661695	72.24434835	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10944241	4401174	10944241	820818075	863974	797284391	2.867101093	0.7644	0.0354	0.2001		
GB045_gg_2	12312678	3572842	12868	1431898	0	0	0	0	0	0	0	0	0	6923921	365055	6094	29.01758659	12312678	10880780	88.37	1431898	11.63	GB045_gg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12312678	0	20-75	54	26.1706512	71.93865429	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12333710	5079569	12333710	925028250	1022752	894650862	3.283941653	0.7307	0.0436	0.2257		
GB045_gg_3	9668190	2701694	3450	1097750	0	0	0	0	0	0	0	0	0	5609216	251879	4201	27.94415501	9668190	8570440	88.65	1097750	11.35	GB045_gg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9668190	0	20-75	55	26.2372666	72.34640817	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9682022	3859890	9682022	726151650	798534	706438417	2.71475428	0.744	0.04	0.216		
GB045_glc_1	9569657	3330340	12612	1410947	0	0	0	0	0	0	0	0	0	4537037	273372	5349	34.80103832	9569657	8158710	85.26	1410947	14.74	GB045_glc_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9569657	0	20-75	55	33.2919062	72.20307708	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9582752	3801094	9582752	718706400	868055	697831757	2.904474344	0.6972	0.0543	0.2485		
GB045_glc_2	10593044	3485239	9362	1455852	0	0	0	0	0	0	0	0	0	5346513	290140	5938	32.90120385	10593044	9137192	86.26	1455852	13.74	GB045_glc_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10593044	0	20-75	55	32.02698401	71.55094891	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10626729	4431909	10626729	797004675	978934	765656025	3.93330817	0.7068	0.0516	0.2416		
GB045_glc_3	10179674	3085461	10205	1701724	0	0	0	0	0	0	0	0	0	5118962	258275	5047	30.31001779	10179674	8477950	83.28	1701724	16.72	GB045_glc_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10179674	0	20-75	54	34.38625971	71.65001335	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10210020	4356128	10210020	765751500	904817	736672643	3.797427364	0.714	0.0513	0.2346		
GB045_glu_1	12038406	3370060	6162	1302687	0	0	0	0	0	0	0	0	0	7067153	286172	6172	27.99423778	12038406	10735719	89.18	1302687	10.82	GB045_glu_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12038406	0	20-75	53	24.3354836	72.25241066	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12050896	4848520	12050896	903817200	1064156	878517893	2.799161932	0.7694	0.0424	0.1881		
GB045_glu_2	11118178	3133903	6006	1168207	0	0	0	0	0	0	0	0	0	6531263	273299	5500	28.18719938	11118178	9949971	89.49	1168207	10.51	GB045_glu_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11118178	0	20-75	54	24.89033027	72.10809397	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11132201	4534874	11132201	834915075	971349	809766630	3.01209617	0.7629	0.0431	0.194		
GB045_glu_3	12911797	3909090	44218	1547742	0	0	0	0	0	0	0	0	0	7061929	341631	7187	30.27533658	12911797	11364055	88.01	1547742	11.99	GB045_glu_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12911797	0	20-75	53	26.82029622	71.6019767	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12927966	5516192	12927966	969597450	1104045	933762057	3.695904213	0.7502	0.0424	0.2073		
GB062_f_1	10350845	1887650	6615	1142808	0	0	0	0	0	0	0	0	0	7140977	169566	3229	18.23667536	10350845	9208037	88.96	1142808	11.04	GB062_f_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10350845	0	20-75	54	21.58483812	71.99596361	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10359696	4445764	10359696	776977200	796568	752456862	3.155863261	0.8113	0.039	0.1497		
GB062_f_2	8793482	1521146	1638	976909	0	0	0	0	0	0	0	0	0	6151478	140058	2253	17.29856273	8793482	7816573	88.89	976909	11.11	GB062_f_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8793482	0	20-75	53	21.39653305	71.90018948	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8804628	3805487	8804628	660347100	659903	638462702	3.314074977	0.8296	0.0315	0.1389		
GB062_f_3	12084639	2484366	339737	1542841	0	0	0	0	0	0	0	0	0	7538314	175906	3475	20.55804894	12084639	10541798	87.23	1542841	12.77	GB062_f_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12084639	0	20-75	54	23.10090709	72.10291826	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12101101	5044100	12101101	907582575	935961	879963710	3.043124203	0.8097	0.0314	0.1589		
GB062_fg_1	13200583	2656533	7306	1505657	0	0	0	0	0	0	0	0	0	8793528	232999	4560	20.12436117	13200583	11694926	88.59	1505657	11.41	GB062_fg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13200583	0	20-75	54	21.74373057	72.19551955	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13216622	5426987	13216622	991246650	1050268	962501183	2.899930809	0.8141	0.0365	0.1494		
GB062_fg_2	7893682	1488528	2972	727556	0	0	0	0	0	0	0	0	0	5534044	137814	2768	18.85720757	7893682	7166126	90.78	727556	9.22	GB062_fg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7893682	0	20-75	53	20.32467757	72.65292724	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7903081	3138515	7903081	592731075	590839	579149311	2.291387203	0.7964	0.0602	0.1435		
GB062_fg_3	9820857	2170518	4343	1055294	0	0	0	0	0	0	0	0	0	6395321	192187	3194	22.10110584	9820857	8765563	89.25	1055294	10.75	GB062_fg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9820857	0	20-75	54	22.99242266	72.21665238	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9837145	4055120	9837145	737785875	804667	716234908	2.921032745	0.774	0.0521	0.1738		
GB062_gfg_1	11448609	2261084	16795	1484828	0	0	0	0	0	0	0	0	0	7474799	207058	4045	19.74985782	11448609	9963781	87.03	1484828	12.97	GB062_gfg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11448609	0	20-75	53	23.86938713	72.0219045	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11465534	4756105	11465534	859915050	992421	832770571	3.156646578	0.8068	0.0401	0.1531		
GB062_gfg_2	10165449	2351505	9177	1126037	0	0	0	0	0	0	0	0	0	6471867	202726	4137	23.13232795	10165449	9039412	88.92	1126037	11.08	GB062_gfg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10165449	0	20-75	53	23.45451917	72.28495879	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10176408	4141452	10176408	763230600	892675	742112882	2.766885657	0.794	0.0351	0.1709		
GB062_gfg_3	11762023	2687272	11125	1308705	0	0	0	0	0	0	0	0	0	7517536	232629	4756	22.84702215	11762023	10453318	88.87	1308705	11.13	GB062_gfg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11762023	0	20-75	54	22.6972116	72.5493254	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11773946	4642248	11773946	883045950	974256	861816443	2.404122571	0.7912	0.0365	0.1723		
GB062_gg_1	10914768	2280543	10878	1212123	0	0	0	0	0	0	0	0	0	7204756	202629	3839	20.89410421	10914768	9702645	88.89	1212123	11.11	GB062_gg_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10914768	0	20-75	54	23.77870593	72.16859286	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10929332	4541415	10929332	819699900	877933	795494339	2.952978401	0.8005	0.0414	0.1581		
GB062_gg_2	10994970	2577474	14741	1288467	0	0	0	0	0	0	0	0	0	6893670	216641	3977	23.44230134	10994970	9706503	88.28	1288467	11.72	GB062_gg_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10994970	0	20-75	54	24.09901515	72.40536482	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11006985	4389004	11006985	825523875	934870	804004742	2.606724488	0.7832	0.04	0.1769		
GB062_gg_3	10553065	2585658	5585	1260659	0	0	0	0	0	0	0	0	0	6472725	224600	3838	24.50148843	10553065	9292406	88.05	1260659	11.95	GB062_gg_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10553065	0	20-75	54	25.68095958	71.94898923	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10570030	4403065	10570030	792752250	893430	766849693	3.267421442	0.7699	0.0414	0.1887		
GB062_glc_1	17040164	3378207	6464	1881728	0	0	0	0	0	0	0	0	0	11475849	292669	5247	19.82496765	17040164	15158436	88.96	1881728	11.04	GB062_glc_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17040164	0	20-75	54	20.53381643	71.9789103	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	17061280	7226722	17061280	1279596000	1409573	1238708333	3.195357519	0.816	0.0326	0.1514		
GB062_glc_2	8578259	1903224	4392	1018331	0	0	0	0	0	0	0	0	0	5471899	177457	2956	22.18659987	8578259	7559928	88.13	1018331	11.87	GB062_glc_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8578259	0	20-75	54	26.21526112	71.4786378	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	8594511	3717126	8594511	644588325	726935	619309442	3.921709721	0.7815	0.0382	0.1802		
